Vrid,id,Vstatus,age,sex,income,race,race_other,hispanic
835,C2062334550,Complete,55 to 64,Female,"$25,000 to $34,999",White,"",No
836,C2062336135,Complete,55 to 64,Male,"$125,000 to $149,999",White,"",No
837,C2062338403,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
838,C2062340586,Complete,35 to 44,Male,"$150,000 or more",White,"",No
839,C2062343153,Partial,,,,,"",
840,C2062345878,Disqualified,18 to 24,Female,"$25,000 to $34,999",White,"",Yes
841,C2062345232,Complete,35 to 44,Female,"$25,000 to $34,999",White,"",No
842,C2062340848,Complete,65 to 74,Male,"Less than $25,000",White,"",No
843,C2062352809,Complete,45 to 54,Male,"$50,000 to $74,999",White,"",No
844,C2062356692,Partial,,,,,"",
845,C2062366338,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
846,C2062367744,Complete,65 to 74,Female,"$75,000 to $99,999",White,"",No
847,C2062367999,Complete,65 to 74,Female,"$25,000 to $34,999",White,"",No
848,C2062373890,Complete,18 to 24,Male,"Less than $25,000",White,"",Yes
849,1003270801,Complete,75 or older,Female,"$35,000 to $49,999",White,"",No
850,C2062381058,Complete,75 or older,Female,"$75,000 to $99,999",White,"",No
851,C2062381708,Complete,18 to 24,Female,"$35,000 to $49,999",White,"",No
852,C2062386060,Complete,35 to 44,Female,"$50,000 to $74,999",White,"",No
853,C2062386919,Partial,,,,,"",
854,C2062390933,Complete,45 to 54,Male,"$25,000 to $34,999",Other,Black and White,No
855,C2062398034,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
856,C2062398680,Complete,18 to 24,Male,"$25,000 to $34,999",White,"",No
857,C2062425828,Complete,55 to 64,Female,"$35,000 to $49,999",White,"",No
858,C2062426160,Partial,,,,,"",
859,C2062427901,Complete,25 to 34,Male,"$75,000 to $99,999",Black/African-American,"",No
860,C2062427329,Complete,35 to 44,Female,"Less than $25,000",White,"",No
861,C2062432990,Complete,55 to 64,Female,"Less than $25,000",White,"",No
862,C2062434420,Partial,,,,,"",
863,C2062452417,Complete,45 to 54,Female,"$150,000 or more",White,"",No
864,C2062468658,Complete,55 to 64,Female,"$25,000 to $34,999",White,"",Yes
865,1164794798,Complete,25 to 34,Female,"$35,000 to $49,999",White,"",No
866,C2062562151,Partial,,,,,"",
867,C2062578384,Complete,35 to 44,Male,"Less than $25,000",White,"",No
868,C2062588702,Complete,65 to 74,Female,"Less than $25,000",White,"",No
869,C2062623519,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
870,C2062641914,Complete,45 to 54,Female,"$50,000 to $74,999",White,"",No
871,C2062667609,Complete,75 or older,Male,"Less than $25,000",White,"",No
872,C2062678377,Complete,35 to 44,Female,"$25,000 to $34,999",Asian,"",No
873,C2062692223,Complete,75 or older,Male,"$50,000 to $74,999",White,"",No
874,C2062717701,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
875,C2062728676,Complete,55 to 64,Female,"$25,000 to $34,999",White,"",No
876,C2062732772,Complete,55 to 64,Male,"$50,000 to $74,999",White,"",No
877,C2062775320,Complete,65 to 74,Male,"$35,000 to $49,999",White,"",No
878,C2062802800,Partial,,,,,"",
879,C2062860466,Complete,55 to 64,Male,"$75,000 to $99,999",White,"",No
880,C2062866170,Complete,45 to 54,Male,"$50,000 to $74,999",White,"",No
881,C2062914867,Complete,35 to 44,Male,"$125,000 to $149,999",White,"",No
882,C2062935743,Complete,55 to 64,Male,"Less than $25,000",White,"",No
883,C2062946311,Complete,35 to 44,Male,"$50,000 to $74,999",White,"",No
884,C2062947984,Complete,65 to 74,Male,"$35,000 to $49,999",White,"",No
885,C2062951541,Complete,55 to 64,Male,"$150,000 or more",White,"",No
886,C2062967223,Complete,55 to 64,Male,"$125,000 to $149,999",White,"",No
887,C2063063757,Complete,75 or older,Male,"$75,000 to $99,999",White,"",No
888,C2063094654,Complete,55 to 64,Male,"$100,000 to $124,999",White,"",No
889,C2063118082,Complete,65 to 74,Male,"Less than $25,000",White,"",No
890,C2063118857,Complete,35 to 44,Male,"$150,000 or more",Asian,"",No
891,C2063165909,Complete,18 to 24,Female,"$25,000 to $34,999",Other,latina,Yes
892,C2063290359,Complete,45 to 54,Male,"$35,000 to $49,999",White,"",No
893,1186849456,Complete,35 to 44,Female,"$35,000 to $49,999",White,"",No
894,1187417571,Complete,55 to 64,Female,"Less than $25,000",Other,"White, Am. Indian, Mexican",Yes
895,1189867415,Complete,18 to 24,Female,"Less than $25,000",White,"",No
896,C2063603563,Complete,35 to 44,Male,"Less than $25,000",Other,Hispanic,Yes
897,C2063676235,Complete,45 to 54,Male,"Less than $25,000",White,"",No
898,C2063830030,Complete,18 to 24,Male,"$35,000 to $49,999",Black/African-American,"",Yes
899,C2063951511,Complete,35 to 44,Male,"$50,000 to $74,999",White,"",No
900,C2063959293,Complete,35 to 44,Male,"$25,000 to $34,999",White,"",No
901,C2063995924,Complete,45 to 54,Male,"$125,000 to $149,999",Other,human,No
902,1187417571,Complete,55 to 64,Female,"Less than $25,000",Other,"White, Am. Indian, Mexican",Yes
903,1179281706,Complete,55 to 64,Male,"Less than $25,000",White,"",No
904,C2064116703,Partial,,,,,"",
905,C2064243052,Partial,,,,,"",
906,1101025426,Complete,75 or older,Female,"$100,000 to $124,999",White,"",No
907,1100826941,Complete,65 to 74,Female,"Less than $25,000",White,"",No
908,1013938409,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
909,1189847862,Complete,35 to 44,Female,"$35,000 to $49,999",White,"",No
910,C2064285436,Partial,,,,,"",
911,C2064748963,Complete,75 or older,Male,"$100,000 to $124,999",White,"",No
912,C2064771751,Complete,75 or older,Male,"$75,000 to $99,999",White,"",No
913,C2064822866,Complete,65 to 74,Male,"$125,000 to $149,999",White,"",No
914,C2064830501,Complete,75 or older,Male,"Less than $25,000",White,"",No
915,C2064841906,Complete,65 to 74,Male,"$35,000 to $49,999",White,"",No
916,C2064851336,Complete,45 to 54,Male,"$75,000 to $99,999",White,"",No
917,C2064875096,Complete,65 to 74,Male,"$150,000 or more",White,"",No
918,C2064893162,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
919,C2064917282,Complete,75 or older,Male,"$25,000 to $34,999",White,"",No
920,C2064934877,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
921,C2064954728,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
922,C2064958922,Complete,75 or older,Male,"$75,000 to $99,999",White,"",No
923,C2064980120,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
924,C2064983893,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
925,C2064951045,Complete,75 or older,Male,"$35,000 to $49,999",White,"",No
926,C2064994656,Complete,75 or older,Male,"$35,000 to $49,999",White,"",No
927,C2065013711,Complete,65 to 74,Male,"$35,000 to $49,999",White,"",No
928,C2065026498,Complete,35 to 44,Male,"$35,000 to $49,999",White,"",No
929,C2065034405,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
930,C2065058745,Complete,75 or older,Male,"$100,000 to $124,999",White,"",No
931,C2065082739,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
932,C2065084014,Complete,65 to 74,Male,"$150,000 or more",White,"",No
933,C2065106075,Complete,65 to 74,Male,"$125,000 to $149,999",White,"",No
934,C2065111883,Complete,75 or older,Male,"$25,000 to $34,999",White,"",No
935,C2065145704,Complete,75 or older,Male,"$50,000 to $74,999",White,"",No
936,C2065147272,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
937,C2065150512,Complete,55 to 64,Male,"$50,000 to $74,999",White,"",No
938,C2065168849,Complete,45 to 54,Female,"$150,000 or more",White,"",No
939,C2065175284,Partial,,,,,"",
940,C2065190523,Complete,45 to 54,Female,"$125,000 to $149,999",White,"",No
941,C2065193149,Complete,35 to 44,Male,"$35,000 to $49,999",Asian,"",No
942,C2065199554,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
943,C2065215569,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
944,1101263914,Complete,45 to 54,Male,"$100,000 to $124,999",White,"",No
945,1101263914,Complete,45 to 54,Male,"$125,000 to $149,999",White,"",No
946,C2065233173,Complete,75 or older,Male,"$150,000 or more",White,"",No
947,1168235747,Complete,65 to 74,Female,"$125,000 to $149,999",White,"",No
948,C2065284476,Complete,35 to 44,Male,"$25,000 to $34,999",White,"",No
949,C2065462435,Partial,,,,,"",
950,C2065516645,Complete,45 to 54,Male,"Less than $25,000",Other,Native American,No
951,C2065561387,Complete,65 to 74,Male,"Less than $25,000",White,"",No
952,C2065563906,Complete,65 to 74,Male,"$35,000 to $49,999",White,"",No
953,C2065587306,Complete,45 to 54,Male,"$100,000 to $124,999",White,"",Yes
954,C2065632640,Complete,45 to 54,Male,"$75,000 to $99,999",White,"",No
955,C2065643661,Complete,55 to 64,Male,"$75,000 to $99,999",White,"",No
956,C2065661894,Complete,45 to 54,Female,"$75,000 to $99,999",White,"",No
957,1171621212,Complete,65 to 74,Female,"$35,000 to $49,999",White,"",No
958,C2065724070,Complete,75 or older,Male,"$75,000 to $99,999",White,"",No
959,C2065741038,Complete,55 to 64,Male,"Less than $25,000",Black/African-American,"",No
960,C2065773452,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
961,C2065809069,Complete,45 to 54,Female,"$50,000 to $74,999",White,"",No
962,C2065820049,Complete,75 or older,Male,"$75,000 to $99,999",White,"",No
963,C2065829020,Complete,25 to 34,Female,"$25,000 to $34,999",Black/African-American,"",No
964,1179357025,Complete,35 to 44,Female,"$100,000 to $124,999",White,"",No
965,C2065841083,Complete,75 or older,Male,"$125,000 to $149,999",White,"",No
966,C2065873876,Complete,75 or older,Male,"$50,000 to $74,999",White,"",No
967,1002434509,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
968,C2065979115,Partial,,,,,"",
969,C2065980915,Complete,45 to 54,Male,"Less than $25,000",White,"",No
970,C2066060784,Complete,65 to 74,Male,"$150,000 or more",White,"",No
971,C2066119625,Complete,65 to 74,Male,"$25,000 to $34,999",White,"",No
972,C2066161168,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
973,C2066160804,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
974,C2066188294,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
975,C2066189337,Complete,25 to 34,Male,"Less than $25,000",White,"",No
976,C2066214783,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
977,C2066216924,Complete,45 to 54,Female,"$50,000 to $74,999",White,"",No
978,C2066235959,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
979,C2066236208,Complete,35 to 44,Male,"$100,000 to $124,999",White,"",No
980,C2066250938,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
981,C2066269703,Complete,45 to 54,Male,"$35,000 to $49,999",White,"",No
982,1146996422,Complete,45 to 54,Female,"$50,000 to $74,999",White,"",Yes
983,C2066364039,Complete,25 to 34,Male,"$50,000 to $74,999",White,"",No
984,"",Complete,25 to 34,Male,"$50,000 to $74,999",White,"",No
985,C2066370274,Complete,55 to 64,Female,"$50,000 to $74,999",White,"",No
986,C2066387016,Complete,45 to 54,Female,"$100,000 to $124,999",White,"",No
987,C2066405909,Complete,18 to 24,Male,"$25,000 to $34,999",White,"",No
988,C2066415145,Complete,35 to 44,Female,"Less than $25,000",White,"",No
989,1101263914,Disqualified,45 to 54,Male,"$100,000 to $124,999",White,"",No
990,C2066492540,Complete,45 to 54,Female,"$25,000 to $34,999",White,"",No
991,C2066515289,Complete,45 to 54,Female,"$75,000 to $99,999",White,"",No
992,1036275712,Complete,55 to 64,Female,"$35,000 to $49,999",White,"",No
993,C2066577189,Complete,45 to 54,Male,"$75,000 to $99,999",White,"",No
994,1189148855,Complete,35 to 44,Female,"$25,000 to $34,999",White,"",No
995,1187417571,Complete,55 to 64,Female,"Less than $25,000",Other,Mixed race,Yes
996,1184922827,Complete,55 to 64,Female,"Less than $25,000",White,"",No
997,1143854387,Complete,18 to 24,Male,"Less than $25,000",White,"",No
998,C2066816121,Complete,25 to 34,Male,"$75,000 to $99,999",Asian,"",No
999,C2066855587,Complete,65 to 74,Female,"$25,000 to $34,999",White,"",No
1000,C2066906295,Complete,65 to 74,Female,"$75,000 to $99,999",White,"",No
1001,C2066919131,Complete,45 to 54,Male,"$75,000 to $99,999",White,"",No
1002,1172508970,Complete,65 to 74,Female,"$75,000 to $99,999",White,"",No
1003,C2067020035,Complete,65 to 74,Female,"$125,000 to $149,999",White,"",No
1004,C2067113698,Partial,,,,,"",
1005,C2067112988,Complete,65 to 74,Female,"Less than $25,000",White,"",No
1006,C2067113364,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
1007,C2067117513,Complete,55 to 64,Female,"$125,000 to $149,999",Black/African-American,"",No
1008,C2067118426,Complete,55 to 64,Female,"$125,000 to $149,999",White,"",No
1009,C2067120243,Complete,45 to 54,Female,"$35,000 to $49,999",White,"",No
1010,C2067126669,Complete,45 to 54,Male,"$50,000 to $74,999",White,"",No
1011,C2067127481,Complete,55 to 64,Female,"$50,000 to $74,999",White,"",No
1012,C2067113883,Complete,18 to 24,Female,"$50,000 to $74,999",White,"",Yes
1013,C2067132082,Complete,55 to 64,Female,"$35,000 to $49,999",White,"",No
1014,C2067132380,Complete,35 to 44,Female,"$35,000 to $49,999",White,"",No
1015,C2067134003,Complete,35 to 44,Female,"$35,000 to $49,999",White,"",No
1016,C2067139754,Complete,55 to 64,Female,"$50,000 to $74,999",Asian,"",No
1017,C2067139781,Partial,,,,,"",
1018,C2067140581,Complete,35 to 44,Female,"$50,000 to $74,999",White,"",No
1019,C2067136009,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
1020,C2067142284,Complete,65 to 74,Female,"$50,000 to $74,999",White,"",No
1021,C2067143113,Complete,65 to 74,Female,"Less than $25,000",White,"",No
1022,C2067145118,Complete,65 to 74,Female,"$35,000 to $49,999",White,"",No
1023,C2067144879,Complete,25 to 34,Female,"$50,000 to $74,999",White,"",Yes
1024,C2067153579,Complete,35 to 44,Female,"$75,000 to $99,999",Asian,"",No
1025,C2067155513,Complete,35 to 44,Female,"$25,000 to $34,999",White,"",No
1026,C2067156720,Partial,,,,,"",
1027,C2067157585,Partial,,,,,"",
1028,C2067159659,Complete,18 to 24,Male,"$25,000 to $34,999",White,"",No
1029,C2067153579,Complete,35 to 44,Female,"$75,000 to $99,999",Asian,"",No
1030,C2067159333,Complete,65 to 74,Female,"$35,000 to $49,999",Black/African-American,"",No
1031,C2067161024,Complete,35 to 44,Male,"$75,000 to $99,999",White,"",No
1032,C2067163159,Complete,25 to 34,Female,"$75,000 to $99,999",White,"",No
1033,C2067163628,Complete,65 to 74,Female,"$150,000 or more",White,"",No
1034,C2067167652,Partial,,,,,"",
1035,C2067116980,Partial,,,,,"",
1036,C2067172085,Complete,65 to 74,Female,"$35,000 to $49,999",White,"",No
1037,C2067185653,Complete,45 to 54,Male,"$25,000 to $34,999",White,"",No
1038,C2067139864,Complete,65 to 74,Female,"Less than $25,000",White,"",No
1039,C2067190195,Complete,35 to 44,Female,"$50,000 to $74,999",White,"",No
1040,C2067238304,Partial,,,,,"",
1041,C2067278774,Complete,75 or older,Female,"$25,000 to $34,999",White,"",No
1042,C2061078027,Complete,65 to 74,Female,"$75,000 to $99,999",White,"",No
1043,C2067310251,Complete,25 to 34,Female,"$50,000 to $74,999",White,"",No
1044,C2067156720,Disqualified,75 or older,Female,"Less than $25,000",White,"",No
1045,C2067339504,Complete,55 to 64,Female,"$100,000 to $124,999",White,"",No
1046,C2067350473,Complete,55 to 64,Female,"Less than $25,000",White,"",No
1047,1005710655,Complete,75 or older,Female,"$150,000 or more",White,"",No
1048,C2067372493,Disqualified,65 to 74,Female,"$75,000 to $99,999",White,"",No
1049,C2067374038,Complete,65 to 74,Female,"$50,000 to $74,999",White,"",No
1050,C2067374038,Complete,65 to 74,Female,"$50,000 to $74,999",White,"",No
1051,C2067379963,Complete,65 to 74,Female,"$150,000 or more",White,"",No
1052,C2067396042,Complete,45 to 54,Male,"Less than $25,000",White,"",No
1053,1032371186,Complete,75 or older,Female,"$50,000 to $74,999",White,"",No
1054,C2067422134,Complete,35 to 44,Female,"$50,000 to $74,999",American Indian/Alaska Native,"",Yes
1055,C2067432236,Complete,25 to 34,Female,"Less than $25,000",Other,Hispanic,Yes
1056,C2067438466,Complete,65 to 74,Female,"$35,000 to $49,999",White,"",No
1057,C2067443275,Complete,55 to 64,Female,"$25,000 to $34,999",White,"",No
1058,C2067450383,Complete,35 to 44,Male,"$50,000 to $74,999",White,"",No
1059,C2067452409,Partial,,,,,"",
1060,C2067456569,Complete,55 to 64,Female,"Less than $25,000",White,"",No
1061,C2067457471,Complete,25 to 34,Female,"$50,000 to $74,999",White,"",No
1062,C2067458547,Complete,65 to 74,Female,"$35,000 to $49,999",White,"",No
1063,C2067467767,Complete,55 to 64,Female,"$150,000 or more",White,"",No
1064,C2067468831,Complete,65 to 74,Female,"$50,000 to $74,999",White,"",No
1065,C2067472697,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
1066,C2067475451,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
1067,C2067480186,Complete,25 to 34,Male,"$50,000 to $74,999",Other,Hispanic,Yes
1068,C2067480810,Complete,55 to 64,Female,"$100,000 to $124,999",White,"",No
1069,C2067481071,Partial,,,,,"",
1070,C2067485191,Complete,65 to 74,Female,"$35,000 to $49,999",White,"",Yes
1071,C2067486123,Complete,65 to 74,Female,"$25,000 to $34,999",White,"",No
1072,C2067487200,Complete,55 to 64,Female,"$35,000 to $49,999",White,"",No
1073,C2067487920,Complete,65 to 74,Male,"$150,000 or more",White,"",No
1074,C2067488416,Complete,35 to 44,Female,"$150,000 or more",White,"",No
1075,C2067488647,Complete,55 to 64,Female,"$35,000 to $49,999",White,"",No
1076,C2067493923,Complete,18 to 24,Male,"$35,000 to $49,999",White,"",No
1077,C2067497685,Complete,65 to 74,Female,"$35,000 to $49,999",White,"",No
1078,C2067507476,Complete,65 to 74,Female,"$75,000 to $99,999",White,"",No
1079,C2067509545,Disqualified,18 to 24,Male,"Less than $25,000",Black/African-American,"",No
1080,C2067509806,Complete,65 to 74,Female,"$100,000 to $124,999",White,"",No
1081,C2067510466,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
1082,C2067513314,Complete,75 or older,Male,"$50,000 to $74,999",White,"",No
1083,C2067513932,Partial,,,,,"",
1084,C2067513982,Complete,65 to 74,Male,"$150,000 or more",White,"",No
1085,C2067513355,Complete,65 to 74,Female,"$75,000 to $99,999",White,"",No
1086,C2067514054,Complete,75 or older,Female,"$50,000 to $74,999",White,"",No
1087,"",Complete,65 to 74,Female,"Less than $25,000",White,"",No
1088,C2067516133,Complete,55 to 64,Female,"$50,000 to $74,999",Black/African-American,"",No
1089,C2067518200,Complete,65 to 74,Male,"$150,000 or more",White,"",No
1090,C2067523360,Complete,25 to 34,Female,"$75,000 to $99,999",White,"",No
1091,C2067529207,Complete,25 to 34,Female,"$50,000 to $74,999",White,"",Yes
1092,C2067530664,Complete,18 to 24,Female,"$125,000 to $149,999",White,"",No
1093,C2067532303,Complete,25 to 34,Female,"$25,000 to $34,999",White,"",No
1094,C2067529172,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
1095,C2067538128,Complete,18 to 24,Male,"Less than $25,000",White,"",No
1096,C2067513932,Partial,,,,,"",
1097,C2067538425,Complete,45 to 54,Female,"Less than $25,000",White,"",No
1098,C2067539762,Complete,25 to 34,Female,"$100,000 to $124,999",White,"",No
1099,C2067540196,Complete,35 to 44,Female,"$75,000 to $99,999",Asian,"",No
1100,1154177130,Complete,55 to 64,Female,"$25,000 to $34,999",White,"",No
1101,1154177130,Complete,55 to 64,Female,"$25,000 to $34,999",White,"",No
1102,C2067555500,Complete,55 to 64,Female,"$35,000 to $49,999",White,"",No
1103,C2067556754,Complete,45 to 54,Male,"$35,000 to $49,999",White,"",No
1104,C2067559835,Complete,65 to 74,Female,"Less than $25,000",White,"",No
1105,C2067568420,Complete,25 to 34,Female,"Less than $25,000",White,"",No
1106,C2067570885,Complete,35 to 44,Female,"$50,000 to $74,999",Asian,"",No
1107,C2067582994,Complete,35 to 44,Female,"$25,000 to $34,999",White,"",Yes
1108,C2067583661,Complete,25 to 34,Male,"$125,000 to $149,999",White,"",No
1109,C2067601378,Complete,25 to 34,Male,"$50,000 to $74,999",Black/African-American,"",No
1110,C2067638536,Partial,,,,,"",
1111,C2067647879,Complete,65 to 74,Female,"$25,000 to $34,999",White,"",No
1112,C2067660896,Partial,,,,,"",
1113,C2067700653,Complete,55 to 64,Female,"$100,000 to $124,999",White,"",No
1114,C2067712928,Complete,25 to 34,Female,"$125,000 to $149,999",White,"",No
1115,1181820326,Complete,35 to 44,Female,"$125,000 to $149,999",White,"",Yes
1116,C2067752233,Complete,65 to 74,Female,"$25,000 to $34,999",White,"",No
1117,C2065757696,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
1118,C2067764649,Complete,65 to 74,Male,"$150,000 or more",White,"",No
1119,C2061581250,Complete,65 to 74,Male,"$125,000 to $149,999",White,"",No
1120,C2067766310,Complete,65 to 74,Female,"$50,000 to $74,999",White,"",No
1121,C2067824629,Complete,65 to 74,Male,"$35,000 to $49,999",White,"",No
1122,C2067825933,Complete,75 or older,Female,"$50,000 to $74,999",White,"",No
1123,C2067843501,Complete,55 to 64,Female,"$50,000 to $74,999",White,"",No
1124,C2067853710,Complete,25 to 34,Female,"$75,000 to $99,999",White,"",No
1125,C2067856004,Complete,45 to 54,Female,"$100,000 to $124,999",White,"",No
1126,C2067857678,Complete,25 to 34,Female,"Less than $25,000",White,"",No
1127,C2067862466,Complete,25 to 34,Female,"$25,000 to $34,999",White,"",No
1128,C2067862541,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
1129,C2067865701,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
1130,C2067866783,Complete,25 to 34,Female,"$100,000 to $124,999",White,"",No
1131,C2067886482,Complete,25 to 34,Female,"$25,000 to $34,999",White,"",No
1132,C2067904310,Complete,45 to 54,Male,"$150,000 or more",White,"",No
1133,C2067926384,Complete,55 to 64,Male,"$25,000 to $34,999",White,"",No
1134,C2067947690,Complete,55 to 64,Female,"$150,000 or more",White,"",No
1135,C2067951012,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
1136,C2067951295,Complete,55 to 64,Female,"$25,000 to $34,999",White,"",No
1137,C2067957139,Complete,75 or older,Male,"$125,000 to $149,999",White,"",No
1138,C2067961178,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
1139,C2067962157,Complete,65 to 74,Female,"$50,000 to $74,999",White,"",No
1140,C2067968865,Complete,55 to 64,Female,"$125,000 to $149,999",White,"",No
1141,C2067971170,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
1142,C2067972653,Complete,65 to 74,Female,"$125,000 to $149,999",White,"",No
1143,C2067982018,Complete,55 to 64,Male,"$25,000 to $34,999",White,"",No
1144,C2067984705,Complete,45 to 54,Male,"$75,000 to $99,999",White,"",No
1145,C2067992859,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
1146,C2068003645,Complete,65 to 74,Male,"$125,000 to $149,999",Asian,"",No
1147,C2068012819,Complete,45 to 54,Female,"$50,000 to $74,999",White,"",No
1148,C2068013772,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
1149,C2068014886,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
1150,C2068016642,Complete,45 to 54,Female,"$125,000 to $149,999",White,"",No
1151,C2068016613,Complete,65 to 74,Female,"$125,000 to $149,999",White,"",No
1152,C2068034058,Complete,65 to 74,Female,"$25,000 to $34,999",White,"",No
1153,C2068022070,Complete,35 to 44,Female,"Less than $25,000",White,"",No
1154,C2068039223,Complete,65 to 74,Female,"$75,000 to $99,999",White,"",No
1155,C2068042104,Complete,75 or older,Female,"$50,000 to $74,999",White,"",No
1156,C2068045694,Complete,75 or older,Male,"$100,000 to $124,999",White,"",No
1157,C2068049237,Complete,65 to 74,Female,"$75,000 to $99,999",White,"",No
1158,C2068050645,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
1159,C2068062954,Complete,55 to 64,Male,"$35,000 to $49,999",White,"",No
1160,C2068063468,Complete,55 to 64,Female,"$50,000 to $74,999",White,"",No
1161,C2068071701,Complete,55 to 64,Female,"$150,000 or more",White,"",No
1162,C2068078228,Complete,25 to 34,Female,"$50,000 to $74,999",White,"",No
1163,C2068081005,Complete,25 to 34,Female,"$35,000 to $49,999",White,"",No
1164,C2068081919,Complete,55 to 64,Female,"$50,000 to $74,999",White,"",No
1165,C2068084503,Complete,65 to 74,Male,"$150,000 or more",White,"",No
1166,C2059393062,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
1167,C2068089865,Complete,25 to 34,Female,"$35,000 to $49,999",White,"",No
1168,C2068099020,Complete,45 to 54,Male,"$50,000 to $74,999",White,"",No
1169,C2068100699,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
1170,C2068100655,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
1171,C2068101428,Partial,,,,,"",
1172,C2068102249,Complete,35 to 44,Female,"$25,000 to $34,999",White,"",No
1173,C2068101020,Complete,65 to 74,Female,"$25,000 to $34,999",White,"",No
1174,C2068106684,Complete,25 to 34,Female,"$125,000 to $149,999",White,"",Yes
1175,C2068106085,Complete,25 to 34,Female,"$50,000 to $74,999",White,"",No
1176,C2068111200,Complete,18 to 24,Female,"$75,000 to $99,999",White,"",No
1177,1189172492,Complete,35 to 44,Male,"$50,000 to $74,999",Other,hispanic,Yes
1178,C2068113856,Complete,25 to 34,Female,"$125,000 to $149,999",White,"",No
1179,C2068113723,Complete,55 to 64,Female,"$150,000 or more",White,"",No
1180,C2068123446,Complete,75 or older,Female,"$50,000 to $74,999",White,"",No
1181,C2068123317,Partial,,,,,"",
1182,C2068124081,Complete,65 to 74,Female,"Less than $25,000",White,"",No
1183,C2068129980,Complete,18 to 24,Female,"$50,000 to $74,999",Black/African-American,"",No
1184,C2068132075,Complete,25 to 34,Male,"$50,000 to $74,999",White,"",No
1185,C2068133868,Partial,,,,,"",
1186,C2068141667,Complete,55 to 64,Female,"$125,000 to $149,999",White,"",No
1187,C2068149177,Complete,65 to 74,Female,"Less than $25,000",White,"",No
1188,C2068151598,Complete,25 to 34,Male,"$100,000 to $124,999",White,"",Yes
1189,C2068157899,Complete,55 to 64,Female,"$50,000 to $74,999",White,"",No
1190,C2068163142,Complete,55 to 64,Male,"$150,000 or more",White,"",No
1191,C2068169359,Complete,65 to 74,Male,"$150,000 or more",White,"",No
1192,C2059237628,Complete,65 to 74,Female,"Less than $25,000",White,"",No
1193,C2068175892,Complete,75 or older,Male,"$150,000 or more",White,"",No
1194,C2068185003,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
1195,C2068187015,Complete,65 to 74,Female,"Less than $25,000",White,"",No
1196,C2068203887,Complete,35 to 44,Female,"$50,000 to $74,999",White,"",No
1197,C2068208574,Complete,65 to 74,Male,"$35,000 to $49,999",White,"",No
1198,C2068213404,Complete,65 to 74,Female,"$75,000 to $99,999",White,"",No
1199,C2068221133,Partial,,,,,"",
1200,C2068224435,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
1201,C2067638536,Complete,55 to 64,Female,"Less than $25,000",White,"",No
1202,C2068240934,Complete,55 to 64,Male,"$150,000 or more",White,"",No
1203,C2074705144,Complete,45 to 54,Male,"$125,000 to $149,999",White,"",No
1204,C2074705771,Complete,35 to 44,Male,"$75,000 to $99,999",White,"",No
