Vrid,id,Vstatus,sex,race,race_other,hispanic,age_weight,income_weight,race_weight,flag,weight
791,C2061916379,Complete,Male,White,"",No,55+,0-25K,White,0,0.8374249960740104
792,C2061913834,Complete,Male,White,"",No,55+,75-100K,White,1,0.8554653350265367
793,C2061923612,Complete,Male,White,"",No,35-54,35-50K,White,0,1.294493067812272
794,C2061925430,Complete,Female,White,"",No,55+,100-150K,White,0,0.5803454146391758
795,C2061934210,Complete,Male,White,"",No,35-54,150K+,White,0,1.9546859129882206
796,C2061954732,Complete,Male,White,"",No,35-54,25-35K,White,0,0.8747500434200876
797,C2061953197,Complete,Male,White,"",Yes,35-54,75-100K,Hispanic,0,2.5445382135585968
798,C2061966654,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
799,C2061972523,Complete,Female,White,"",No,55+,35-50K,White,0,0.5280527004214576
800,C2062094928,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
801,C2062120381,Complete,Male,White,"",No,55+,35-50K,White,0,0.7723199032246395
802,C2062142703,Complete,Female,White,"",No,55+,100-150K,White,0,0.5803454146391758
803,C2062144341,Complete,Female,Other,Hispanic,Yes,35-54,75-100K,Hispanic,3,1.7397587054083612
805,C2062160222,Complete,Female,White,"",No,55+,100-150K,White,1,0.5803454146391758
807,C2062174028,Complete,Female,White,"",No,18-34,25-35K,White,1,0.6321176513667556
808,C2062178341,Complete,Male,White,"",No,35-54,25-35K,White,0,0.8747500434200876
809,C2062176920,Complete,Male,White,"",No,18-34,0-25K,White,3,1.483482153800004
811,C2062205076,Complete,Female,White,"",No,18-34,35-50K,White,0,0.9354351267440567
812,C2062207499,Complete,Female,White,"",No,18-34,100-150K,White,0,1.0280706567072588
813,C2062217522,Complete,Male,White,"",No,35-54,25-35K,White,3,0.8747500434200876
814,C2062169491,Complete,Female,White,"",No,35-54,75-100K,White,1,0.9803585904535309
815,C2062222336,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8489172986734048
816,C2062226750,Complete,Female,American Indian/Alaska Native,"",No,35-54,150K+,Not white or Hispanic,3,1.5179378045377152
817,C2062263522,Complete,Male,White,"",No,55+,100-150K,White,2,0.8488022390819279
818,C2062266063,Partial,,,"",,,,,0,1
819,C2062273858,Complete,Female,White,"",No,35-54,50-75K,White,1,0.8489172986734048
820,C2062277117,Partial,,,"",,,,,0,1
822,C2062281680,Complete,Male,Black/African-American,"",No,35-54,75-100K,Not white or Hispanic,3,1.6285529035701514
823,C2062281372,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
824,C2062282803,Complete,Male,White,"",No,35-54,25-35K,White,0,0.8747500434200876
825,C2062287525,Partial,,,"",,,,,3,1
826,C2062293730,Complete,Male,White,"",No,18-34,0-25K,White,0,1.483482153800004
827,C2062296103,Complete,Male,White,"",No,18-34,100-150K,White,0,1.5036367193322242
828,C2062307059,Complete,Female,Other,Hispanic,Yes,18-34,35-50K,Hispanic,0,1.660036869106099
829,C2062311309,Complete,Female,White,"",No,35-54,35-50K,White,1,0.8850743808117346
830,C2062321067,Complete,Female,White,"",No,35-54,75-100K,White,0,0.9803585904535309
831,C2062324006,Complete,Female,White,"",No,35-54,50-75K,White,1,0.8489172986734048
832,C2062325793,Complete,Male,White,"",No,35-54,100-150K,White,0,1.4226858712917274
833,C2062334930,Complete,Male,Asian,"",No,35-54,100-150K,Not white or Hispanic,0,1.6158683402067249
834,C2062335392,Complete,Female,White,"",Yes,18-34,0-25K,Hispanic,0,1.7999748067991208
835,C2062334550,Complete,Female,White,"",No,55+,25-35K,White,3,0.3568301245540171
836,C2062336135,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
837,C2062338403,Complete,Female,White,"",No,35-54,75-100K,White,0,0.9803585904535309
838,C2062340586,Complete,Male,White,"",No,35-54,150K+,White,0,1.9546859129882206
839,C2062343153,Partial,,,"",,,,,3,1
840,C2062345878,Disqualified,Female,White,"",Yes,18-34,25-35K,Hispanic,0,1.121765237247368
841,C2062345232,Complete,Female,White,"",No,35-54,25-35K,White,0,0.5980865191912716
842,C2062340848,Complete,Male,White,"",No,55+,0-25K,White,0,0.8374249960740104
843,C2062352809,Complete,Male,White,"",No,35-54,50-75K,White,0,1.2416104025864851
844,C2062356692,Partial,,,"",,,,,3,1
845,C2062366338,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
846,C2062367744,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
847,C2062367999,Complete,Female,White,"",No,55+,25-35K,White,0,0.3568301245540171
848,C2062373890,Complete,Male,White,"",Yes,18-34,0-25K,Hispanic,3,2.632609145799943
849,1003270801,Complete,Female,White,"",No,55+,35-50K,White,0,0.5280527004214576
850,C2062381058,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
851,C2062381708,Complete,Female,White,"",No,18-34,35-50K,White,0,0.9354351267440567
852,C2062386060,Complete,Female,White,"",No,35-54,50-75K,White,1,0.8489172986734048
853,C2062386919,Partial,,,"",,,,,3,1
854,C2062390933,Complete,Male,Other,Black and White,No,35-54,25-35K,Not white or Hispanic,0,0.9935298643780082
855,C2062398034,Complete,Male,White,"",No,55+,100-150K,White,1,0.8488022390819279
856,C2062398680,Complete,Male,White,"",No,18-34,25-35K,White,1,0.9245233343954337
857,C2062425828,Complete,Female,White,"",No,55+,35-50K,White,0,0.5280527004214576
858,C2062426160,Partial,,,"",,,,,0,1
859,C2062427901,Complete,Male,Black/African-American,"",No,18-34,75-100K,Not white or Hispanic,0,1.7212175889255488
860,C2062427329,Complete,Female,White,"",No,35-54,0-25K,White,0,0.9596844607808721
861,C2062432990,Complete,Female,White,"",No,55+,0-25K,White,2,0.5725665345810572
863,C2062452417,Complete,Female,White,"",No,35-54,150K+,White,0,1.3364632589676886
864,C2062468658,Complete,Female,White,"",Yes,55+,25-35K,Hispanic,0,0.6332359624222901
865,1164794798,Complete,Female,White,"",No,18-34,35-50K,White,0,0.9354351267440567
866,C2062562151,Partial,,,"",,,,,3,1
867,C2062578384,Complete,Male,White,"",No,35-54,0-25K,White,1,1.4036163611793078
868,C2062588702,Complete,Female,White,"",No,55+,0-25K,White,0,0.5725665345810572
869,C2062623519,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
870,C2062641914,Complete,Female,White,"",No,35-54,50-75K,White,3,0.8489172986734048
871,C2062667609,Complete,Male,White,"",No,55+,0-25K,White,3,0.8374249960740104
872,C2062678377,Complete,Female,Asian,"",No,35-54,25-35K,Not white or Hispanic,0,0.6792989869142012
873,C2062692223,Complete,Male,White,"",No,55+,50-75K,White,1,0.7407690700027477
874,C2062717701,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
876,C2062732772,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
877,C2062775320,Complete,Male,White,"",No,55+,35-50K,White,0,0.7723199032246395
878,C2062802800,Partial,,,"",,,,,3,1
879,C2062860466,Complete,Male,White,"",No,55+,75-100K,White,2,0.8554653350265367
880,C2062866170,Complete,Male,White,"",No,35-54,50-75K,White,2,1.2416104025864851
881,C2062914867,Complete,Male,White,"",No,35-54,100-150K,White,0,1.4226858712917274
882,C2062935743,Complete,Male,White,"",No,55+,0-25K,White,1,0.8374249960740104
883,C2062946311,Complete,Male,White,"",No,35-54,50-75K,White,0,1.2416104025864851
884,C2062947984,Complete,Male,White,"",No,55+,35-50K,White,0,0.7723199032246395
886,C2062967223,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
888,C2063094654,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
889,C2063118082,Complete,Male,White,"",No,55+,0-25K,White,0,0.8374249960740104
890,C2063118857,Complete,Male,Asian,"",No,35-54,150K+,Not white or Hispanic,0,2.2201071547705533
891,C2063165909,Complete,Female,Other,latina,Yes,18-34,25-35K,Hispanic,0,1.121765237247368
892,C2063290359,Complete,Male,White,"",No,35-54,35-50K,White,0,1.294493067812272
893,1186849456,Complete,Female,White,"",No,35-54,35-50K,White,0,0.8850743808117346
895,1189867415,Complete,Female,White,"",No,18-34,0-25K,White,0,1.0142905214152977
896,C2063603563,Complete,Male,Other,Hispanic,Yes,35-54,0-25K,Hispanic,3,2.4908781411153
897,C2063676235,Complete,Male,White,"",No,35-54,0-25K,White,1,1.4036163611793078
898,C2063830030,Complete,Male,Black/African-American,"",Yes,18-34,35-50K,Hispanic,1,2.4279385619542957
900,C2063959293,Complete,Male,White,"",No,35-54,25-35K,White,3,0.8747500434200876
901,C2063995924,Complete,Male,Other,human,No,35-54,100-150K,Not white or Hispanic,3,1.6158683402067249
903,1179281706,Complete,Male,White,"",No,55+,0-25K,White,1,0.8374249960740104
905,C2064243052,Partial,,,"",,,,,3,1
906,1101025426,Complete,Female,White,"",No,55+,100-150K,White,0,0.5803454146391758
907,1100826941,Complete,Female,White,"",No,55+,0-25K,White,1,0.5725665345810572
908,1013938409,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
909,1189847862,Complete,Female,White,"",No,35-54,35-50K,White,0,0.8850743808117346
910,C2064285436,Partial,,,"",,,,,3,1
911,C2064748963,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
912,C2064771751,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
913,C2064822866,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
914,C2064830501,Complete,Male,White,"",No,55+,0-25K,White,0,0.8374249960740104
915,C2064841906,Complete,Male,White,"",No,55+,35-50K,White,0,0.7723199032246395
916,C2064851336,Complete,Male,White,"",No,35-54,75-100K,White,0,1.4338539526456466
917,C2064875096,Complete,Male,White,"",No,55+,150K+,White,0,1.1662038775572334
918,C2064893162,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
920,C2064934877,Complete,Male,White,"",No,55+,50-75K,White,2,0.7407690700027477
921,C2064954728,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
922,C2064958922,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
923,C2064980120,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
924,C2064983893,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
925,C2064951045,Complete,Male,White,"",No,55+,35-50K,White,0,0.7723199032246395
926,C2064994656,Complete,Male,White,"",No,55+,35-50K,White,0,0.7723199032246395
927,C2065013711,Complete,Male,White,"",No,55+,35-50K,White,0,0.7723199032246395
928,C2065026498,Complete,Male,White,"",No,35-54,35-50K,White,1,1.294493067812272
929,C2065034405,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
930,C2065058745,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
931,C2065082739,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
932,C2065084014,Complete,Male,White,"",No,55+,150K+,White,0,1.1662038775572334
933,C2065106075,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
934,C2065111883,Complete,Male,White,"",No,55+,25-35K,White,0,0.5218929986405498
935,C2065145704,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
936,C2065147272,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
937,C2065150512,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
939,C2065175284,Partial,,,"",,,,,0,1
940,C2065190523,Complete,Female,White,"",No,35-54,100-150K,White,0,0.972722718980012
941,C2065193149,Complete,Male,Asian,"",No,35-54,35-50K,Not white or Hispanic,0,1.470268600471683
942,C2065199554,Complete,Male,White,"",No,55+,50-75K,White,3,0.7407690700027477
943,C2065215569,Complete,Male,White,"",No,55+,50-75K,White,3,0.7407690700027477
946,C2065233173,Complete,Male,White,"",No,55+,150K+,White,0,1.1662038775572334
947,1168235747,Complete,Female,White,"",No,55+,100-150K,White,0,0.5803454146391758
948,C2065284476,Complete,Male,White,"",No,35-54,25-35K,White,0,0.8747500434200876
949,C2065462435,Partial,,,"",,,,,0,1
950,C2065516645,Complete,Male,Other,Native American,No,35-54,0-25K,Not white or Hispanic,0,1.5942094355421752
951,C2065561387,Complete,Male,White,"",No,55+,0-25K,White,0,0.8374249960740104
952,C2065563906,Complete,Male,White,"",No,55+,35-50K,White,0,0.7723199032246395
953,C2065587306,Complete,Male,White,"",Yes,35-54,100-150K,Hispanic,3,2.524719172906136
954,C2065632640,Complete,Male,White,"",No,35-54,75-100K,White,0,1.4338539526456466
955,C2065643661,Complete,Male,White,"",No,55+,75-100K,White,3,0.8554653350265367
956,C2065661894,Complete,Female,White,"",No,35-54,75-100K,White,0,0.9803585904535309
958,C2065724070,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
959,C2065741038,Complete,Male,Black/African-American,"",No,55+,0-25K,Not white or Hispanic,2,0.951136554990263
960,C2065773452,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
961,C2065809069,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8489172986734048
962,C2065820049,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
963,C2065829020,Complete,Female,Black/African-American,"",No,18-34,25-35K,Not white or Hispanic,0,0.7179511097569102
964,1179357025,Complete,Female,White,"",No,35-54,100-150K,White,0,0.972722718980012
965,C2065841083,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
966,C2065873876,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
967,1002434509,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
970,C2066060784,Complete,Male,White,"",No,55+,150K+,White,0,1.1662038775572334
971,C2066119625,Complete,Male,White,"",No,55+,25-35K,White,0,0.5218929986405498
972,C2066161168,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
973,C2066160804,Complete,Male,White,"",No,55+,75-100K,White,1,0.8554653350265367
974,C2066188294,Complete,Male,White,"",No,55+,50-75K,White,1,0.7407690700027477
975,C2066189337,Complete,Male,White,"",No,18-34,0-25K,White,0,1.483482153800004
977,C2066216924,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8489172986734048
978,C2066235959,Complete,Male,White,"",No,55+,100-150K,White,1,0.8488022390819279
979,C2066236208,Complete,Male,White,"",No,35-54,100-150K,White,3,1.4226858712917274
980,C2066250938,Complete,Male,White,"",No,55+,50-75K,White,2,0.7407690700027477
981,C2066269703,Complete,Male,White,"",No,35-54,35-50K,White,3,1.294493067812272
982,1146996422,Complete,Female,White,"",Yes,35-54,50-75K,Hispanic,1,1.5065010649374355
983,C2066364039,Complete,Male,White,"",No,18-34,50-75K,White,3,1.3122580536621378
985,C2066370274,Complete,Female,White,"",No,55+,50-75K,White,0,0.5064806774633477
986,C2066387016,Complete,Female,White,"",No,35-54,100-150K,White,0,0.972722718980012
987,C2066405909,Complete,Male,White,"",No,18-34,25-35K,White,0,0.9245233343954337
988,C2066415145,Complete,Female,White,"",No,35-54,0-25K,White,0,0.9596844607808721
990,C2066492540,Complete,Female,White,"",No,35-54,25-35K,White,0,0.5980865191912716
991,C2066515289,Complete,Female,White,"",No,35-54,75-100K,White,0,0.9803585904535309
992,1036275712,Complete,Female,White,"",No,55+,35-50K,White,0,0.5280527004214576
993,C2066577189,Complete,Male,White,"",No,35-54,75-100K,White,0,1.4338539526456466
994,1189148855,Complete,Female,White,"",No,35-54,25-35K,White,0,0.5980865191912716
996,1184922827,Complete,Female,White,"",No,55+,0-25K,White,0,0.5725665345810572
998,C2066816121,Complete,Male,Asian,"",No,18-34,75-100K,Not white or Hispanic,0,1.7212175889255488
999,C2066855587,Complete,Female,White,"",No,55+,25-35K,White,0,0.3568301245540171
1000,C2066906295,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
1002,1172508970,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
1003,C2067020035,Complete,Female,White,"",No,55+,100-150K,White,3,0.5803454146391758
1004,C2067113698,Partial,,,"",,,,,0,1
1005,C2067112988,Complete,Female,White,"",No,55+,0-25K,White,0,0.5725665345810572
1006,C2067113364,Complete,Female,White,"",No,55+,75-100K,White,3,0.5849011250281315
1007,C2067117513,Complete,Female,Black/African-American,"",No,55+,100-150K,Not white or Hispanic,3,0.659148868223558
1008,C2067118426,Complete,Female,White,"",No,55+,100-150K,White,0,0.5803454146391758
1009,C2067120243,Complete,Female,White,"",No,35-54,35-50K,White,0,0.8850743808117346
1010,C2067126669,Complete,Male,White,"",No,35-54,50-75K,White,0,1.2416104025864851
1011,C2067127481,Complete,Female,White,"",No,55+,50-75K,White,0,0.5064806774633477
1012,C2067113883,Complete,Female,White,"",Yes,18-34,50-75K,Hispanic,3,1.592220998790345
1013,C2067132082,Complete,Female,White,"",No,55+,35-50K,White,3,0.5280527004214576
1014,C2067132380,Complete,Female,White,"",No,35-54,35-50K,White,3,0.8850743808117346
1015,C2067134003,Complete,Female,White,"",No,35-54,35-50K,White,0,0.8850743808117346
1016,C2067139754,Complete,Female,Asian,"",No,55+,50-75K,Not white or Hispanic,3,0.5752542484282955
1017,C2067139781,Partial,,,"",,,,,3,1
1018,C2067140581,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8489172986734048
1019,C2067136009,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
1020,C2067142284,Complete,Female,White,"",No,55+,50-75K,White,3,0.5064806774633477
1021,C2067143113,Complete,Female,White,"",No,55+,0-25K,White,0,0.5725665345810572
1022,C2067145118,Complete,Female,White,"",No,55+,35-50K,White,0,0.5280527004214576
1023,C2067144879,Complete,Female,White,"",Yes,18-34,50-75K,Hispanic,0,1.592220998790345
1025,C2067155513,Complete,Female,White,"",No,35-54,25-35K,White,0,0.5980865191912716
1027,C2067157585,Partial,,,"",,,,,2,1
1028,C2067159659,Complete,Male,White,"",No,18-34,25-35K,White,0,0.9245233343954337
1030,C2067159333,Complete,Female,Black/African-American,"",No,55+,35-50K,Not white or Hispanic,2,0.59975547504171
1031,C2067161024,Complete,Male,White,"",No,35-54,75-100K,White,0,1.4338539526456466
1032,C2067163159,Complete,Female,White,"",No,18-34,75-100K,White,1,1.0361410093855066
1033,C2067163628,Complete,Female,White,"",No,55+,150K+,White,1,0.797360140810658
1034,C2067167652,Partial,,,"",,,,,0,1
1036,C2067172085,Complete,Female,White,"",No,55+,35-50K,White,0,0.5280527004214576
1037,C2067185653,Complete,Male,White,"",No,35-54,25-35K,White,0,0.8747500434200876
1038,C2067139864,Complete,Female,White,"",No,55+,0-25K,White,3,0.5725665345810572
1039,C2067190195,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8489172986734048
1040,C2067238304,Partial,,,"",,,,,3,1
1041,C2067278774,Complete,Female,White,"",No,55+,25-35K,White,0,0.3568301245540171
1043,C2067310251,Complete,Female,White,"",No,18-34,50-75K,White,0,0.897220706073849
1045,C2067339504,Complete,Female,White,"",No,55+,100-150K,White,0,0.5803454146391758
1046,C2067350473,Complete,Female,White,"",No,55+,0-25K,White,0,0.5725665345810572
1047,1005710655,Complete,Female,White,"",No,55+,150K+,White,0,0.797360140810658
1048,C2067372493,Disqualified,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
1051,C2067379963,Complete,Female,White,"",No,55+,150K+,White,0,0.797360140810658
1052,C2067396042,Complete,Male,White,"",No,35-54,0-25K,White,0,1.4036163611793078
1053,1032371186,Complete,Female,White,"",No,55+,50-75K,White,0,0.5064806774633477
1054,C2067422134,Complete,Female,American Indian/Alaska Native,"",Yes,35-54,50-75K,Hispanic,0,1.5065010649374355
1055,C2067432236,Complete,Female,Other,Hispanic,Yes,18-34,0-25K,Hispanic,0,1.7999748067991208
1056,C2067438466,Complete,Female,White,"",No,55+,35-50K,White,0,0.5280527004214576
1057,C2067443275,Complete,Female,White,"",No,55+,25-35K,White,0,0.3568301245540171
1058,C2067450383,Complete,Male,White,"",No,35-54,50-75K,White,3,1.2416104025864851
1059,C2067452409,Partial,,,"",,,,,0,1
1061,C2067457471,Complete,Female,White,"",No,18-34,50-75K,White,0,0.897220706073849
1062,C2067458547,Complete,Female,White,"",No,55+,35-50K,White,0,0.5280527004214576
1063,C2067467767,Complete,Female,White,"",No,55+,150K+,White,0,0.797360140810658
1064,C2067468831,Complete,Female,White,"",No,55+,50-75K,White,0,0.5064806774633477
1065,C2067472697,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
1066,C2067475451,Complete,Male,White,"",No,55+,100-150K,White,2,0.8488022390819279
1067,C2067480186,Complete,Male,Other,Hispanic,Yes,18-34,50-75K,Hispanic,2,2.3287523512644235
1068,C2067480810,Complete,Female,White,"",No,55+,100-150K,White,0,0.5803454146391758
1069,C2067481071,Partial,,,"",,,,,0,1
1070,C2067485191,Complete,Female,White,"",Yes,55+,35-50K,Hispanic,0,0.9370900519651951
1071,C2067486123,Complete,Female,White,"",No,55+,25-35K,White,0,0.3568301245540171
1072,C2067487200,Complete,Female,White,"",No,55+,35-50K,White,0,0.5280527004214576
1073,C2067487920,Complete,Male,White,"",No,55+,150K+,White,0,1.1662038775572334
1075,C2067488647,Complete,Female,White,"",No,55+,35-50K,White,1,0.5280527004214576
1076,C2067493923,Complete,Male,White,"",No,18-34,35-50K,White,0,1.3681497433556946
1077,C2067497685,Complete,Female,White,"",No,55+,35-50K,White,0,0.5280527004214576
1078,C2067507476,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
1080,C2067509806,Complete,Female,White,"",No,55+,100-150K,White,0,0.5803454146391758
1081,C2067510466,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
1082,C2067513314,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
1084,C2067513982,Complete,Male,White,"",No,55+,150K+,White,3,1.1662038775572334
1085,C2067513355,Complete,Female,White,"",No,55+,75-100K,White,3,0.5849011250281315
1086,C2067514054,Complete,Female,White,"",No,55+,50-75K,White,0,0.5064806774633477
1088,C2067516133,Complete,Female,Black/African-American,"",No,55+,50-75K,Not white or Hispanic,0,0.5752542484282955
1089,C2067518200,Complete,Male,White,"",No,55+,150K+,White,0,1.1662038775572334
1090,C2067523360,Complete,Female,White,"",No,18-34,75-100K,White,3,1.0361410093855066
1091,C2067529207,Complete,Female,White,"",Yes,18-34,50-75K,Hispanic,0,1.592220998790345
1092,C2067530664,Complete,Female,White,"",No,18-34,100-150K,White,0,1.0280706567072588
1093,C2067532303,Complete,Female,White,"",No,18-34,25-35K,White,3,0.6321176513667556
1094,C2067529172,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
1095,C2067538128,Complete,Male,White,"",No,18-34,0-25K,White,0,1.483482153800004
1097,C2067538425,Complete,Female,White,"",No,35-54,0-25K,White,0,0.9596844607808721
1098,C2067539762,Complete,Female,White,"",No,18-34,100-150K,White,0,1.0280706567072588
1099,C2067540196,Complete,Female,Asian,"",No,35-54,75-100K,Not white or Hispanic,0,1.113478695704793
1102,C2067555500,Complete,Female,White,"",No,55+,35-50K,White,0,0.5280527004214576
1103,C2067556754,Complete,Male,White,"",No,35-54,35-50K,White,0,1.294493067812272
1104,C2067559835,Complete,Female,White,"",No,55+,0-25K,White,0,0.5725665345810572
1105,C2067568420,Complete,Female,White,"",No,18-34,0-25K,White,0,1.0142905214152977
1106,C2067570885,Complete,Female,Asian,"",No,35-54,50-75K,Not white or Hispanic,0,0.9641893646801329
1107,C2067582994,Complete,Female,White,"",Yes,35-54,25-35K,Hispanic,2,1.0613730919306115
1108,C2067583661,Complete,Male,White,"",No,18-34,100-150K,White,0,1.5036367193322242
1109,C2067601378,Complete,Male,Black/African-American,"",No,18-34,50-75K,Not white or Hispanic,2,1.4904458432336125
1111,C2067647879,Complete,Female,White,"",No,55+,25-35K,White,0,0.3568301245540171
1112,C2067660896,Partial,,,"",,,,,0,1
1113,C2067700653,Complete,Female,White,"",No,55+,100-150K,White,0,0.5803454146391758
1114,C2067712928,Complete,Female,White,"",No,18-34,100-150K,White,0,1.0280706567072588
1115,1181820326,Complete,Female,White,"",Yes,35-54,100-150K,Hispanic,0,1.7262079761152282
1116,C2067752233,Complete,Female,White,"",No,55+,25-35K,White,0,0.3568301245540171
1117,C2065757696,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
1118,C2067764649,Complete,Male,White,"",No,55+,150K+,White,0,1.1662038775572334
1120,C2067766310,Complete,Female,White,"",No,55+,50-75K,White,1,0.5064806774633477
1121,C2067824629,Complete,Male,White,"",No,55+,35-50K,White,3,0.7723199032246395
1122,C2067825933,Complete,Female,White,"",No,55+,50-75K,White,0,0.5064806774633477
1123,C2067843501,Complete,Female,White,"",No,55+,50-75K,White,0,0.5064806774633477
1125,C2067856004,Complete,Female,White,"",No,35-54,100-150K,White,0,0.972722718980012
1126,C2067857678,Complete,Female,White,"",No,18-34,0-25K,White,3,1.0142905214152977
1127,C2067862466,Complete,Female,White,"",No,18-34,25-35K,White,0,0.6321176513667556
1128,C2067862541,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
1129,C2067865701,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
1130,C2067866783,Complete,Female,White,"",No,18-34,100-150K,White,0,1.0280706567072588
1132,C2067904310,Complete,Male,White,"",No,35-54,150K+,White,0,1.9546859129882206
1133,C2067926384,Complete,Male,White,"",No,55+,25-35K,White,1,0.5218929986405498
1134,C2067947690,Complete,Female,White,"",No,55+,150K+,White,0,0.797360140810658
1135,C2067951012,Complete,Female,White,"",No,35-54,75-100K,White,0,0.9803585904535309
1136,C2067951295,Complete,Female,White,"",No,55+,25-35K,White,2,0.3568301245540171
1137,C2067957139,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
1138,C2067961178,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
1139,C2067962157,Complete,Female,White,"",No,55+,50-75K,White,0,0.5064806774633477
1140,C2067968865,Complete,Female,White,"",No,55+,100-150K,White,0,0.5803454146391758
1141,C2067971170,Complete,Male,White,"",No,55+,100-150K,White,3,0.8488022390819279
1142,C2067972653,Complete,Female,White,"",No,55+,100-150K,White,0,0.5803454146391758
1143,C2067982018,Complete,Male,White,"",No,55+,25-35K,White,0,0.5218929986405498
1144,C2067984705,Complete,Male,White,"",No,35-54,75-100K,White,0,1.4338539526456466
1145,C2067992859,Complete,Male,White,"",No,55+,50-75K,White,3,0.7407690700027477
1146,C2068003645,Complete,Male,Asian,"",No,55+,100-150K,Not white or Hispanic,0,0.9640586814739119
1147,C2068012819,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8489172986734048
1148,C2068013772,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
1149,C2068014886,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
1150,C2068016642,Complete,Female,White,"",No,35-54,100-150K,White,1,0.972722718980012
1151,C2068016613,Complete,Female,White,"",No,55+,100-150K,White,0,0.5803454146391758
1152,C2068034058,Complete,Female,White,"",No,55+,25-35K,White,0,0.3568301245540171
1153,C2068022070,Complete,Female,White,"",No,35-54,0-25K,White,1,0.9596844607808721
1154,C2068039223,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
1155,C2068042104,Complete,Female,White,"",No,55+,50-75K,White,0,0.5064806774633477
1156,C2068045694,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
1157,C2068049237,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
1158,C2068050645,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
1159,C2068062954,Complete,Male,White,"",No,55+,35-50K,White,1,0.7723199032246395
1160,C2068063468,Complete,Female,White,"",No,55+,50-75K,White,1,0.5064806774633477
1161,C2068071701,Complete,Female,White,"",No,55+,150K+,White,1,0.797360140810658
